main_color,px_color1,px_color2,px_color3
"Heather Gray",Black
Black,Black
Brown,Brown 
Asphalt,Black
Concrete,Black
Silver,Grey
Cream,White
White,White
Cranberry,Red
Apple Red,Red
Rust,Red
Kelly Green,Green
Royal,Blue
Light Navy,Blue 
Army,Green
Midnight,Purple
Eco Black,Black
Eco Gray,Black
Eco True Black,Black 
Eco True Navy,Blue
Eco Pacific Blue,Blue
Eco True Red,Red
