SKU,Product Line,Name,Item Color,Description,Features,Finish / Material,IsAdvantage24,Categories,Decoration Methods,Item Size,Decoration Height,Decoration Width,LessThanMin1Qty,LessThanMin1Charge,PricePoint1Qty,PricePoint1Price,PricePoint1Code,PricePoint2Qty,PricePoint2Price,PricePoint2Code,PricePoint3Qty,PricePoint3Price,PricePoint3Code,PricePoint4Qty,PricePoint4Price,PricePoint4Code,PricePoint5Qty,PricePoint5Price,PricePoint5Code,PricePoint6Qty,PricePoint6Price,PricePoint6Code,End Column Price,Catalog Page,Box Weight,Quantity Per Box,Box Length,Paper Insert Initial Setup,Paper Insert Repeat Setup,Production Time,ProductID
GC5203T,Valumark,,Orange,Whizzie™ SpotterTie™ - Mini - Star Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 3/8 W x 1 1/2 H x 1/16 D,5/8/2015,9/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_202,30,4000,19.7,0,0,5-7 Working Days,6422
GC5203W,Valumark,,White,Whizzie™ SpotterTie™ - Mini - Star Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 3/8 W x 1 1/2 H x 1/16 D,5/8/2015,9/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_202,30,4000,19.7,0,0,5-7 Working Days,6422
GC5203Y,Valumark,,Yellow,Whizzie™ SpotterTie™ - Mini - Star Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 3/8 W x 1 1/2 H x 1/16 D,5/8/2015,9/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_202,30,4000,19.7,0,0,5-7 Working Days,6422
GC5204E,Valumark,,Green,Whizzie™ SpotterTie™ - Mini - Dollar Sign,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2004,7/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_200,30,4000,19.7,0,0,5-7 Working Days,6423
GC5205R,Valumark,,Red,Whizzie™ SpotterTie™ - Mini - Heart Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2004,7/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6424
GC5206E,Valumark,,Green,Whizzie™ SpotterTie™ - Mini - Dice,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2004,7/16/2015,150,25,300,0.58,c,500,0.55,c,1000,0.52,c,2500,0.48,c,5000,0.45,c,0,0,c,0.45,VM_202,30,4000,19.7,0,0,5-7 Working Days,6425
GC5206N,Valumark,,Blue,Whizzie™ SpotterTie™ - Mini - Dice,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2004,7/16/2015,150,25,300,0.58,c,500,0.55,c,1000,0.52,c,2500,0.48,c,5000,0.45,c,0,0,c,0.45,VM_202,30,4000,19.7,0,0,5-7 Working Days,6425
GC5206R,Valumark,,Red,Whizzie™ SpotterTie™ - Mini - Dice,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2004,7/16/2015,150,25,300,0.58,c,500,0.55,c,1000,0.52,c,2500,0.48,c,5000,0.45,c,0,0,c,0.45,VM_202,30,4000,19.7,0,0,5-7 Working Days,6425
GC5206W,Valumark,,White,Whizzie™ SpotterTie™ - Mini - Dice,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2004,7/16/2015,150,25,300,0.58,c,500,0.55,c,1000,0.52,c,2500,0.48,c,5000,0.45,c,0,0,c,0.45,VM_202,30,4000,19.7,0,0,5-7 Working Days,6425
GC5207G,Valumark,,Lime,Whizzie™ SpotterTie™ - Mini - T-Shirt,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 7/8 W x 1 7/16 H x 1/16 D,1/1/2008,9/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6426
GC5207N,Valumark,,Blue,Whizzie™ SpotterTie™ - Mini - T-Shirt,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 7/8 W x 1 7/16 H x 1/16 D,1/1/2008,9/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6426
GC5207R,Valumark,,Red,Whizzie™ SpotterTie™ - Mini - T-Shirt,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 7/8 W x 1 7/16 H x 1/16 D,1/1/2008,9/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6426
GC5207T,Valumark,,Orange,Whizzie™ SpotterTie™ - Mini - T-Shirt,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 7/8 W x 1 7/16 H x 1/16 D,1/1/2008,9/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6426
GC5207W,Valumark,,White,Whizzie™ SpotterTie™ - Mini - T-Shirt,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 7/8 W x 1 7/16 H x 1/16 D,1/1/2008,9/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6426
GC5207X,Valumark,,Pink,Whizzie™ SpotterTie™ - Mini - T-Shirt,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 7/8 W x 1 7/16 H x 1/16 D,1/1/2008,9/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6426
GC5208G,Valumark,,Lime,Whizzie™ SpotterTie™ - Mini - No. 1,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 13/16 H x 1/16 D,1/1/2008,1/4/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6427
GC5208L,Valumark,,Light Blue,Whizzie™ SpotterTie™ - Mini - No. 1,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 13/16 H x 1/16 D,1/1/2008,1/4/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6427
GC5208N,Valumark,,Black,Whizzie™ SpotterTie™ - Mini - No. 1,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 13/16 H x 1/16 D,1/1/2008,1/4/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6427
GC5208R,Valumark,,Red,Whizzie™ SpotterTie™ - Mini - No. 1,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 13/16 H x 1/16 D,1/1/2008,1/4/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6427
GC5208T,Valumark,,Orange,Whizzie™ SpotterTie™ - Mini - No. 1,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 13/16 H x 1/16 D,1/1/2008,1/4/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6427
GC5208W,Valumark,,White,Whizzie™ SpotterTie™ - Mini - No. 1,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 13/16 H x 1/16 D,1/1/2008,1/4/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6427
GC5208Y,Valumark,,Yellow,Whizzie™ SpotterTie™ - Mini - No. 1,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 13/16 H x 1/16 D,1/1/2008,1/4/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6427
GC5209E,Valumark,,Green,Whizzie™ SpotterTie™ - Mini - Arrow Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 7/8 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_199,30,4000,19.7,0,0,5-7 Working Days,6428
GC5209N,Valumark,,Blue,Whizzie™ SpotterTie™ - Mini - Arrow Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 7/8 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_199,30,4000,19.7,0,0,5-7 Working Days,6428
GC5209P,Valumark,,Purple,Whizzie™ SpotterTie™ - Mini - Arrow Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 7/8 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_199,30,4000,19.7,0,0,5-7 Working Days,6428
GC5209R,Valumark,,Red,Whizzie™ SpotterTie™ - Mini - Arrow Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 7/8 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_199,30,4000,19.7,0,0,5-7 Working Days,6428
GC5209T,Valumark,,Orange,Whizzie™ SpotterTie™ - Mini - Arrow Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 7/8 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_199,30,4000,19.7,0,0,5-7 Working Days,6428
GC5209W,Valumark,,White,Whizzie™ SpotterTie™ - Mini - Arrow Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 7/8 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_199,30,4000,19.7,0,0,5-7 Working Days,6428
GC5209Y,Valumark,,Yellow,Whizzie™ SpotterTie™ - Mini - Arrow Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 7/8 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_199,30,4000,19.7,0,0,5-7 Working Days,6428
GC5210G,Valumark,,Lime,Whizzie™ SpotterTie™ - Mini - House Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6429
GC5210N,Valumark,,Blue,Whizzie™ SpotterTie™ - Mini - House Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6429
GC5210R,Valumark,,Red,Whizzie™ SpotterTie™ - Mini - House Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6429
GC5210T,Valumark,,Orange,Whizzie™ SpotterTie™ - Mini - House Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6429
GC5210W,Valumark,,White,Whizzie™ SpotterTie™ - Mini - House Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6429
GC5210Y,Valumark,,Yellow,Whizzie™ SpotterTie™ - Mini - House Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 13/16 W x 3/4 H x 1/16 D,1/1/2008,5/16/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_201,30,4000,19.7,0,0,5-7 Working Days,6429
GC5211N,Valumark,,Blue,Whizzie™ SpotterTie™ - Mini - Airplane Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 7/8 W x 1 9/16 H x 1/16 D,3/4/2015,1/4/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6430
GC5211R,Valumark,,Red,Whizzie™ SpotterTie™ - Mini - Airplane Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 7/8 W x 1 9/16 H x 1/16 D,3/4/2015,1/4/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6430
GC5211W,Valumark,,White,Whizzie™ SpotterTie™ - Mini - Airplane Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,3 7/8 W x 1 9/16 H x 1/16 D,3/4/2015,1/4/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6430
GC5212B,Valumark,,Black,Whizzie™ SpotterTie™ - Mini - Person Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 1 1/8 H x 1/16 D,3/4/2015,3/8/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6431
GC5212G,Valumark,,Lime,Whizzie™ SpotterTie™ - Mini - Person Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 1 1/8 H x 1/16 D,3/4/2015,3/8/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6431
GC5212L,Valumark,,Light Blue,Whizzie™ SpotterTie™ - Mini - Person Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 1 1/8 H x 1/16 D,3/4/2015,3/8/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6431
GC5212N,Valumark,,Blue,Whizzie™ SpotterTie™ - Mini - Person Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 1 1/8 H x 1/16 D,3/4/2015,3/8/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6431
GC5212NX,Valumark,,Pink,Whizzie™ SpotterTie™ - Mini - Person Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 1 1/8 H x 1/16 D,3/4/2015,3/8/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6431
GC5212R,Valumark,,Red,Whizzie™ SpotterTie™ - Mini - Person Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 1 1/8 H x 1/16 D,3/4/2015,3/8/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6431
GC5212W,Valumark,,White,Whizzie™ SpotterTie™ - Mini - Person Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 1 1/8 H x 1/16 D,3/4/2015,3/8/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_203,30,4000,19.7,0,0,5-7 Working Days,6431
GC5213B,Valumark,,Black,Whizzie™ SpotterTie™ - Mini - Car Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 7/8' H x 1/16 D,3/4/2015,3/8/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_202,30,4000,19.7,0,0,5-7 Working Days,6432
GC5213G,Valumark,,Lime,Whizzie™ SpotterTie™ - Mini - Car Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 7/8' H x 1/16 D,3/4/2015,3/8/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_202,30,4000,19.7,0,0,5-7 Working Days,6432
GC5213L,Valumark,,Light Blue,Whizzie™ SpotterTie™ - Mini - Car Shape,"Get creative with the Mini size silicone Whizzie™ SpotterTie™. They are great for organizing cables, cords and wires or even keys. Use them as wine glass markers or luggage spotter tags. Designed exclusively by Logomark. How will you use them?",Silicone,NO,"Wine Accessories, Computer Accessories",Print,4 W x 7/8' H x 1/16 D,3/4/2015,3/8/2015,150,25,300,0.52,c,500,0.48,c,1000,0.45,c,2500,0.42,c,5000,0.39,c,0,0,c,0.39,VM_202,30,4000,19.7,0,0,5-7 Working Days,6432
