SKU,Product Line,Name,Item Color,Description,Features,Finish / Material,IsAdvantage24,Categories,Decoration Methods,Item Size,Decoration Height,Decoration Width,LessThanMin1Qty,LessThanMin1Charge,PricePoint1Qty,PricePoint1Price,PricePoint1Code,PricePoint2Qty,PricePoint2Price,PricePoint2Code,PricePoint3Qty,PricePoint3Price,PricePoint3Code,PricePoint4Qty,PricePoint4Price,PricePoint4Code,PricePoint5Qty,PricePoint5Price,PricePoint5Code,PricePoint6Qty,PricePoint6Price,PricePoint6Code,End Column Price,Catalog Page,Box Weight,Quantity Per Box,Box Length,Paper Insert Initial Setup,Paper Insert Repeat Setup,Production Time,ProductID
BA100N,Basics,Galsino,Blue,Ballpoint Pen / Stylus,"Twist-action mechanism, solid brass cap, textured black grip.",Brass,YES,"Ballpoint Pens, Multi-Function Pens","Print, Laser & Oxidation, Laser & Oxidation",5/8 W x 5 1/2 H x 1/2 D,1/1/2002,5/16/2015,25,30,100,5,c,250,4.75,c,500,4.5,c,1000,4.25,c,0,0,c,0,0,c,4.25,0,43,750,14,0,0,5-7 Working Days,1789
BA1400R,Basics,Ciceron,Red,Ballpoint Pen,Mini-clip ballpoint pen.,Brass,YES,"Ballpoint Pens, Carabiners, Multi-Function Pens",Laser,0 W x 0 H x 0 D,5/16/2015,1/1/2002,25,30,100,4,c,250,3.75,c,500,3.5,c,1000,3.25,c,0,0,c,0,0,c,3.25,0,22,400,10,0,0,5-7 Working Days,1797
BA1500B,Basics,Vika,Black,Ballpoint Pen,"Plunge-action mechanism, solid brass oval barrel, two tone lacquer / chrome finish.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 3/8 H x 7/16 D,2,1/4/2015,50,25,100,9.4,c,250,9.1,c,500,8.8,c,1000,8.5,c,0,0,c,0,0,c,8.5,LM_34,45,425,12,0,0,5-7 Working Days,2107
BA1500N,Basics,Vika,Blue,Ballpoint Pen,"Plunge-action mechanism, solid brass oval barrel, two tone lacquer / chrome finish.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 3/8 H x 7/16 D,2,1/4/2015,50,25,100,9.4,c,250,9.1,c,500,8.8,c,1000,8.5,c,0,0,c,0,0,c,8.5,LM_34,45,425,12,0,0,5-7 Working Days,2107
BA1500S,Basics,Vika,Matte Silver,Ballpoint Pen,"Plunge-action mechanism, solid brass oval barrel, two tone lacquer / chrome finish.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 3/8 H x 7/16 D,2,1/4/2015,50,25,100,9.4,c,250,9.1,c,500,8.8,c,1000,8.5,c,0,0,c,0,0,c,8.5,LM_34,45,425,12,0,0,5-7 Working Days,2107
BA1800N,Basics,Stinardi,Blue,Ballpoint Pen,"Solid brass barrel, state of the art laser engraved logo, twist-action mechanism, black ink",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 3/8 H x 1/2 D,1/1/2002,5/16/2015,25,30,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,0,29,400,12,0,0,5-7 Working Days,2110
BA1800Z,Basics,Stinardi,Brown,Ballpoint Pen,"Solid brass barrel, state of the art laser engraved logo, twist-action mechanism, black ink",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 3/8 H x 1/2 D,1/1/2002,5/16/2015,25,30,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,0,29,400,12,0,0,5-7 Working Days,2110
BA2000G,Basics,Stinardi,Green,Ballpoint Pen,"Solid brass barrel, state of the art laser engraved logo, push-action mechanism, black ink.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 5/16 H x 1/2 D,1/1/2002,1/4/2015,25,30,100,4.95,c,250,4.95,c,500,4.95,c,1000,4.95,c,0,0,c,0,0,c,4.95,0,28,300,14,0,0,5-7 Working Days,2113
BA2000P,Basics,Stinardi,Purple,Ballpoint Pen,"Solid brass barrel, state of the art laser engraved logo, push-action mechanism, black ink.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 5/16 H x 1/2 D,1/1/2002,1/4/2015,25,30,100,4.95,c,250,4.95,c,500,4.95,c,1000,4.95,c,0,0,c,0,0,c,4.95,0,28,300,14,0,0,5-7 Working Days,2113
BA2000R,Basics,Stinardi,Red,Ballpoint Pen,"Solid brass barrel, state of the art laser engraved logo, push-action mechanism, black ink.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 5/16 H x 1/2 D,1/1/2002,1/4/2015,25,30,100,4.95,c,250,4.95,c,500,4.95,c,1000,4.95,c,0,0,c,0,0,c,4.95,0,28,300,14,0,0,5-7 Working Days,2113
BA200G,Basics,Tolino,Green,Ballpoint Pen,"Twist-action mechanism, matte finished barrel in natural colors, solid brass construction.",Brass,YES,Ballpoint Pens,Laser,5/8 W x 5 1/4 H x 9/16 D,5/16/2015,1/1/2002,25,30,100,4.75,c,250,4.5,c,500,4.25,c,1000,4,c,0,0,c,0,0,c,4,0,28,350,12,0,0,5-7 Working Days,1790
BA200N,Basics,Tolino,Blue,Ballpoint Pen,"Twist-action mechanism, matte finished barrel in natural colors, solid brass construction.",Brass,YES,Ballpoint Pens,Laser,5/8 W x 5 1/4 H x 9/16 D,5/16/2015,1/1/2002,25,30,100,4.75,c,250,4.5,c,500,4.25,c,1000,4,c,0,0,c,0,0,c,4,0,28,350,12,0,0,5-7 Working Days,1790
BA2200G,Basics,Orinoco,Gunmetal,Ballpoint Pen,"Twist-action mechanism, satin finish solid brass cap and barrel, etched clip, chrome trims.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 5/8 H x 9/16 D,1/1/2002,5/16/2015,50,25,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,LM_35,45,650,14,0,0,5-7 Working Days,2115
BA2200S,Basics,Orinoco,Matte Silver,Ballpoint Pen,"Twist-action mechanism, satin finish solid brass cap and barrel, etched clip, chrome trims.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 5/8 H x 9/16 D,1/1/2002,5/16/2015,50,25,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,LM_35,45,650,14,0,0,5-7 Working Days,2115
BA2200SN,Basics,Orinoco,Satin-Nickel,Ballpoint Pen,"Twist-action mechanism, satin finish solid brass cap and barrel, etched clip, chrome trims.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 5/8 H x 9/16 D,1/1/2002,5/16/2015,50,25,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,LM_35,45,650,14,0,0,5-7 Working Days,2115
BA2250G,Basics,Orinoco,Gunmetal,Rollerball Pen,"Cap-off design, satin finish solid brass cap and barrel, etched clip, chrome trims.",Brass,YES,Rollerball Pens,"Laser, Laser",5/8 W x 5 1/2 H x 9/16 D,1/1/2002,5/16/2015,50,25,100,9.85,c,250,9.55,c,500,9.25,c,1000,8.95,c,0,0,c,0,0,c,8.95,LM_35,42,600,14,0,0,5-7 Working Days,2116
BA2250S,Basics,Orinoco,Matte Silver,Rollerball Pen,"Cap-off design, satin finish solid brass cap and barrel, etched clip, chrome trims.",Brass,YES,Rollerball Pens,"Laser, Laser",5/8 W x 5 1/2 H x 9/16 D,1/1/2002,5/16/2015,50,25,100,9.85,c,250,9.55,c,500,9.25,c,1000,8.95,c,0,0,c,0,0,c,8.95,LM_35,42,600,14,0,0,5-7 Working Days,2116
BA2250SN,Basics,Orinoco,Satin-Nickel,Rollerball Pen,"Cap-off design, satin finish solid brass cap and barrel, etched clip, chrome trims.",Brass,YES,Rollerball Pens,"Laser, Laser",5/8 W x 5 1/2 H x 9/16 D,1/1/2002,5/16/2015,50,25,100,9.85,c,250,9.55,c,500,9.25,c,1000,8.95,c,0,0,c,0,0,c,8.95,LM_35,42,600,14,0,0,5-7 Working Days,2116
BA2300G,Basics,Bande,Green,Rollerball Pen,"Pull-off cap, solid brass cap and barrel, rubber accents.",Brass,YES,Rollerball Pens,"Laser & Oxidation, Laser & Oxidation",3/8 W x 5 1/2 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,9.85,c,250,9.55,c,500,9.25,c,1000,8.95,c,0,0,c,0,0,c,8.95,LM_32,42,550,14,0,0,5-7 Working Days,2117
BA2300N,Basics,Bande,Blue,Rollerball Pen,"Pull-off cap, solid brass cap and barrel, rubber accents.",Brass,YES,Rollerball Pens,"Laser & Oxidation, Laser & Oxidation",3/8 W x 5 1/2 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,9.85,c,250,9.55,c,500,9.25,c,1000,8.95,c,0,0,c,0,0,c,8.95,LM_32,42,550,14,0,0,5-7 Working Days,2117
BA2300R,Basics,Bande,Red,Rollerball Pen,"Pull-off cap, solid brass cap and barrel, rubber accents.",Brass,YES,Rollerball Pens,"Laser & Oxidation, Laser & Oxidation",3/8 W x 5 1/2 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,9.85,c,250,9.55,c,500,9.25,c,1000,8.95,c,0,0,c,0,0,c,8.95,LM_32,42,550,14,0,0,5-7 Working Days,2117
BA2300T,Basics,Bande,Orange,Rollerball Pen,"Pull-off cap, solid brass cap and barrel, rubber accents.",Brass,YES,Rollerball Pens,"Laser & Oxidation, Laser & Oxidation",3/8 W x 5 1/2 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,9.85,c,250,9.55,c,500,9.25,c,1000,8.95,c,0,0,c,0,0,c,8.95,LM_32,42,550,14,0,0,5-7 Working Days,2117
BA2400B,Basics,Mirada,Black,Ballpoint Pen,"Twist-action mechanism, sharp, clean design, solid brass cap and barrel.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 1/2 H x 7/16 D,1/1/2002,5/16/2015,50,25,100,7.4,c,250,7.1,c,500,6.8,c,1000,6.5,c,0,0,c,0,0,c,6.5,LM_29,37,500,12,0,0,5-7 Working Days,2118
BA2400G,Basics,Mirada,Gunmetal,Ballpoint Pen,"Twist-action mechanism, sharp, clean design, solid brass cap and barrel.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 1/2 H x 7/16 D,1/1/2002,5/16/2015,50,25,100,7.4,c,250,7.1,c,500,6.8,c,1000,6.5,c,0,0,c,0,0,c,6.5,LM_29,37,500,12,0,0,5-7 Working Days,2118
BA2400S,Basics,Mirada,Matte Silver,Ballpoint Pen,"Twist-action mechanism, sharp, clean design, solid brass cap and barrel.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 1/2 H x 7/16 D,1/1/2002,5/16/2015,50,25,100,7.4,c,250,7.1,c,500,6.8,c,1000,6.5,c,0,0,c,0,0,c,6.5,LM_29,37,500,12,0,0,5-7 Working Days,2118
BA2450B,Basics,Mirada,Black,Rollerball Pen,"Cap-off design, sharp, clean design, solid brass cap and barrel.",Brass,YES,Rollerball Pens,"Laser, Laser",5/8 W x 5 1/4 H x 7/16 D,1/1/2002,5/16/2015,50,25,100,8.85,c,250,8.55,c,500,8.25,c,1000,7.95,c,0,0,c,0,0,c,7.95,LM_29,35,500,12,0,0,5-7 Working Days,2119
BA2450G,Basics,Mirada,Gunmetal,Rollerball Pen,"Cap-off design, sharp, clean design, solid brass cap and barrel.",Brass,YES,Rollerball Pens,"Laser, Laser",5/8 W x 5 1/4 H x 7/16 D,1/1/2002,5/16/2015,50,25,100,8.85,c,250,8.55,c,500,8.25,c,1000,7.95,c,0,0,c,0,0,c,7.95,LM_29,35,500,12,0,0,5-7 Working Days,2119
BA2450S,Basics,Mirada,Matte Silver,Rollerball Pen,"Cap-off design, sharp, clean design, solid brass cap and barrel.",Brass,YES,Rollerball Pens,"Laser, Laser",5/8 W x 5 1/4 H x 7/16 D,1/1/2002,5/16/2015,50,25,100,8.85,c,250,8.55,c,500,8.25,c,1000,7.95,c,0,0,c,0,0,c,7.95,LM_29,35,500,12,0,0,5-7 Working Days,2119
BA2600B,Basics,Sillvora,Black,Ballpoint Pen,"Twist-action mechanism, solid brass barrel, etched diamond accents and chrome trim.",Brass,YES,Ballpoint Pens,"Laser, Laser, Print",1/2 W x 5 H x 5/8 D,1/1/2002,5/16/2015,25,30,100,6.85,c,250,6.55,c,500,6.25,c,1000,5.95,c,0,0,c,0,0,c,5.95,0,44,650,14,0,0,5-7 Working Days,2121
BA2600S,Basics,Sillvora,Matte Silver,Ballpoint Pen,"Twist-action mechanism, solid brass barrel, etched diamond accents and chrome trim.",Brass,YES,Ballpoint Pens,"Laser, Laser, Print",1/2 W x 5 H x 5/8 D,1/1/2002,5/16/2015,25,30,100,6.85,c,250,6.55,c,500,6.25,c,1000,5.95,c,0,0,c,0,0,c,5.95,0,44,650,14,0,0,5-7 Working Days,2121
BA2600SN,Basics,Sillvora,Satin-Nickel,Ballpoint Pen,"Twist-action mechanism, solid brass barrel, etched diamond accents and chrome trim.",Brass,YES,Ballpoint Pens,"Laser, Laser, Print",1/2 W x 5 H x 5/8 D,1/1/2002,5/16/2015,25,30,100,6.85,c,250,6.55,c,500,6.25,c,1000,5.95,c,0,0,c,0,0,c,5.95,0,44,650,14,0,0,5-7 Working Days,2121
BA3300B,Basics,Martine,Black,Ballpoint Pen,"Twist-action mechanism, solid brass cap and barrel, chrome trims.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 3/8 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,6.85,c,250,6.55,c,500,6.25,c,1000,5.95,c,0,0,c,0,0,c,5.95,LM_23,45,700,14,0,0,5-7 Working Days,3081
BA3300S,Basics,Martine,Matte Silver,Ballpoint Pen,"Twist-action mechanism, solid brass cap and barrel, chrome trims.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 3/8 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,6.85,c,250,6.55,c,500,6.25,c,1000,5.95,c,0,0,c,0,0,c,5.95,LM_23,45,700,14,0,0,5-7 Working Days,3081
BA3500C,Basics,Nacio,Chrome,Ballpoint Pen,"Twist-action ballpoint pen with brass body, chrome trim.",Brass,YES,Ballpoint Pens,Laser,5/8 W x 5 1/2 H x 1/2 D,1/1/2004,1/4/2015,25,30,100,9.7,c,250,9.45,c,500,9.2,c,1000,8.95,c,0,0,c,0,0,c,8.95,0,37,500,10,0,0,5-7 Working Days,3084
BA3600B,Basics,Cirino,Black,Ballpoint & Matching Tube Case,"Twist-action mechanism, faux leather ballpoint pen with matching 1"" x 6 3/16"" tube case.","Brass, Leatherette",YES,"Ballpoint Pens, Pen Sets","Laser, Laser",11/16 W x 5 9/16 H x 9/16 D,1/1/2002,5/16/2015,50,25,100,9.55,c,250,9.25,c,500,8.95,c,1000,8.65,c,0,0,c,0,0,c,8.65,LM_37,39,220,18,0,0,5-7 Working Days,3129
BA3600Z,Basics,Cirino,Brown,Ballpoint & Matching Tube Case,"Twist-action mechanism, faux leather ballpoint pen with matching 1"" x 6 3/16"" tube case.","Brass, Leatherette",YES,"Ballpoint Pens, Pen Sets","Laser, Laser",11/16 W x 5 9/16 H x 9/16 D,1/1/2002,5/16/2015,50,25,100,9.55,c,250,9.25,c,500,8.95,c,1000,8.65,c,0,0,c,0,0,c,8.65,LM_37,39,220,18,0,0,5-7 Working Days,3129
BA3700B,Basics,Camilo,Black,Ballpoint Pen,"Brass plunge-action ballpoint has a square barrel design, rubber grip, and chrome trims.",Brass,YES,Ballpoint Pens,Print,3/4 W x 5 1/2 H x 9/16 D,1/1/2002,5/16/2015,25,25,100,3.5,c,250,3.5,c,500,3.5,c,1000,3.5,c,0,0,c,0,0,c,3.5,0,39,550,14,0,0,5-7 Working Days,3187
BA3700S,Basics,Camilo,Matte Silver,Ballpoint Pen,"Brass plunge-action ballpoint has a square barrel design, rubber grip, and chrome trims.",Brass,YES,Ballpoint Pens,Print,3/4 W x 5 1/2 H x 9/16 D,1/1/2002,5/16/2015,25,25,100,3.5,c,250,3.5,c,500,3.5,c,1000,3.5,c,0,0,c,0,0,c,3.5,0,39,550,14,0,0,5-7 Working Days,3187
BA3800R,Basics,Rico,Red,Ballpoint Pen,Heavyweight brass twist-action ballpoint has chrome plating and red accents.,Brass,YES,Ballpoint Pens,Laser,5/8 W x 5 1/2 H x 1/2 D,1/1/2002,5/16/2015,25,25,100,8.4,c,250,8.1,c,500,7.8,c,1000,7.5,c,0,0,c,0,0,c,7.5,0,34,400,12,0,0,5-7 Working Days,3188
BA4450B,Basics,Pacifica,Black,Rollerball Pen,"Cap-off design, chrome plated barrel, colored cap, solid brass constructions.",Brass,YES,Rollerball Pens,"Laser, Laser",3/4 W x 5 1/2 H x 5/8 D,1/1/2002,1/4/2015,50,25,100,6.85,c,250,6.55,c,500,6.25,c,1000,5.95,c,0,0,c,0,0,c,5.95,LM_33,44,750,14,0,0,5-7 Working Days,3195
BA4450N,Basics,Pacifica,Blue,Rollerball Pen,"Cap-off design, chrome plated barrel, colored cap, solid brass constructions.",Brass,YES,Rollerball Pens,"Laser, Laser",3/4 W x 5 1/2 H x 5/8 D,1/1/2002,1/4/2015,50,25,100,6.85,c,250,6.55,c,500,6.25,c,1000,5.95,c,0,0,c,0,0,c,5.95,LM_33,44,750,14,0,0,5-7 Working Days,3195
BA4450R,Basics,Pacifica,Red,Rollerball Pen,"Cap-off design, chrome plated barrel, colored cap, solid brass constructions.",Brass,YES,Rollerball Pens,"Laser, Laser",3/4 W x 5 1/2 H x 5/8 D,1/1/2002,1/4/2015,50,25,100,6.85,c,250,6.55,c,500,6.25,c,1000,5.95,c,0,0,c,0,0,c,5.95,LM_33,44,750,14,0,0,5-7 Working Days,3195
BA4450T,Basics,Pacifica,Orange,Rollerball Pen,"Cap-off design, chrome plated barrel, colored cap, solid brass constructions.",Brass,YES,Rollerball Pens,"Laser, Laser",3/4 W x 5 1/2 H x 5/8 D,1/1/2002,1/4/2015,50,25,100,6.85,c,250,6.55,c,500,6.25,c,1000,5.95,c,0,0,c,0,0,c,5.95,LM_33,44,750,14,0,0,5-7 Working Days,3195
BA4500G,Basics,Zara,Gunmetal,Ballpoint Pen,"Twist-action mechanism, metallic finish cap and barrel, black and chrome trims, brass cap and barrel.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 3/8 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,4.85,c,250,4.55,c,500,4.25,c,1000,3.95,c,0,0,c,0,0,c,3.95,LM_24,45,950,14,0,0,5-7 Working Days,3196
BA4500SN,Basics,Zara,Satin-Nickel,Ballpoint Pen,"Twist-action mechanism, metallic finish cap and barrel, black and chrome trims, brass cap and barrel.",Brass,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 3/8 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,4.85,c,250,4.55,c,500,4.25,c,1000,3.95,c,0,0,c,0,0,c,3.95,LM_24,45,950,14,0,0,5-7 Working Days,3196
BA4550G,Basics,Zara,Gunmetal,Rollerball Pen,"Cap-off design, metallic finish cap and barrel, black and chrome trims, brass cap and barrel.",Brass,YES,Rollerball Pens,"Laser, Laser",5/8 W x 5 5/16 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,5.85,c,250,5.55,c,500,5.25,c,1000,4.95,c,0,0,c,0,0,c,4.95,LM_24,28,300,14,0,0,5-7 Working Days,3197
BA4550SN,Basics,Zara,Satin-Nickel,Rollerball Pen,"Cap-off design, metallic finish cap and barrel, black and chrome trims, brass cap and barrel.",Brass,YES,Rollerball Pens,"Laser, Laser",5/8 W x 5 5/16 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,5.85,c,250,5.55,c,500,5.25,c,1000,4.95,c,0,0,c,0,0,c,4.95,LM_24,28,300,14,0,0,5-7 Working Days,3197
BA4580B,Basics,,Black,Ballpoint / Pencil Set,Aluminum twist-action ballpoint and twist-action pencil with satin finish and metal clip. Set comes in a leatherette case with white contrast stitching and zippered closure.,"Leatherette, Brass",YES,"Ballpoint Pens, Pencils, Pen Sets","Laser, Laser",7 W x 2 1/2 H x 1 D,1/1/2002,1/4/2015,25,25,50,14,c,100,13.5,c,250,13,c,500,12.5,c,0,0,c,0,0,c,12.5,LM_37,35,165,18,0,0,5-7 Working Days,5764
BA4580S,Basics,,Silver,Ballpoint / Pencil Set,Aluminum twist-action ballpoint and twist-action pencil with satin finish and metal clip. Set comes in a leatherette case with white contrast stitching and zippered closure.,"Leatherette, Brass",YES,"Ballpoint Pens, Pencils, Pen Sets","Laser, Laser",7 W x 2 1/2 H x 1 D,1/1/2002,1/4/2015,25,25,50,14,c,100,13.5,c,250,13,c,500,12.5,c,0,0,c,0,0,c,12.5,LM_37,35,165,18,0,0,5-7 Working Days,5764
BA4800B,Basics,Adora,Black,Ballpoint Pen,"Twist-action ballpoint with brass cap and barrel, chrome clip & trims.",Brass,YES,Ballpoint Pens,"Laser, Laser",9/16 W x 5 1/4 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,5.85,c,250,5.55,c,500,5.25,c,1000,4.95,c,0,0,c,0,0,c,4.95,LM_27,45,850,14,0,0,5-7 Working Days,3201
BA4800C,Basics,Adora,Chrome,Ballpoint Pen,"Twist-action ballpoint with brass cap and barrel, chrome clip & trims.",Brass,YES,Ballpoint Pens,"Laser, Laser",9/16 W x 5 1/4 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,5.85,c,250,5.55,c,500,5.25,c,1000,4.95,c,0,0,c,0,0,c,4.95,LM_27,45,850,14,0,0,5-7 Working Days,3201
BA4800S,Basics,Adora,Matte Silver,Ballpoint Pen,"Twist-action ballpoint with brass cap and barrel, chrome clip & trims.",Brass,YES,Ballpoint Pens,"Laser, Laser",9/16 W x 5 1/4 H x 1/2 D,1/1/2002,5/16/2015,50,25,100,5.85,c,250,5.55,c,500,5.25,c,1000,4.95,c,0,0,c,0,0,c,4.95,LM_27,45,850,14,0,0,5-7 Working Days,3201
BA5000S,Basics,Aracelis,Matte Silver,Ballpoint Pen,"Brass cap, cloth wrapped barrel, twist mechanism.",Brass,YES,Ballpoint Pens,Laser,0 W x 0 H x 0 D,1/1/2002,5/16/2015,25,25,100,6.85,c,250,6.55,c,500,6.25,c,1000,5.95,c,0,0,c,0,0,c,5.95,0,43,550,14,0,0,5-7 Working Days,3203
BA500G,Basics,Claris,Green,Ballpoint Pen,"Plunge-action mechanism, aluminum construction, soft black grip.",Aluminum,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 5/16 H x 7/16 D,1/1/2002,1/4/2015,100,25,200,1.85,c,500,1.78,c,1000,1.72,c,2500,1.65,c,5000,1.59,c,0,0,c,1.59,VM_22,30,1000,14,0,0,5-7 Working Days,1793
BA5110L,Basics,Basilia,Light Blue,Ballpoint Pen with Black & Red Ink,"Brass twist-action ballpoint allows you to twist left for red ink or right for black ink and has a hard stylus, chrome trims and colored grip.",Brass,YES,"Ballpoint Pens, Multi-Function Pens",Laser,11/16 W x 5 5/16 H x 9/16 D,1/1/2002,5/16/2015,25,25,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,0,43,650,14,0,0,5-7 Working Days,3207
BA5110R,Basics,Basilia,Red,Ballpoint Pen with Black & Red Ink,"Brass twist-action ballpoint allows you to twist left for red ink or right for black ink and has a hard stylus, chrome trims and colored grip.",Brass,YES,"Ballpoint Pens, Multi-Function Pens",Laser,11/16 W x 5 5/16 H x 9/16 D,1/1/2002,5/16/2015,25,25,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,0,43,650,14,0,0,5-7 Working Days,3207
BA5110T,Basics,Basilia,Orange,Ballpoint Pen with Black & Red Ink,"Brass twist-action ballpoint allows you to twist left for red ink or right for black ink and has a hard stylus, chrome trims and colored grip.",Brass,YES,"Ballpoint Pens, Multi-Function Pens",Laser,11/16 W x 5 5/16 H x 9/16 D,1/1/2002,5/16/2015,25,25,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,0,43,650,14,0,0,5-7 Working Days,3207
BA5210L,Basics,Adela,Light Blue,Ballpoint Pen / Stylus,"Twist-action mechanism, colored barrel and top, brass construction.",Brass,YES,"Ballpoint Pens, Multi-Function Pens","Laser & Oxidation, Laser & Oxidation",3/4 W x 5 3/8 H x 5/8 D,1/1/2004,5/16/2015,25,25,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,0,43,550,14,0,0,5-7 Working Days,3208
BA5210R,Basics,Adela,Red,Ballpoint Pen / Stylus,"Twist-action mechanism, colored barrel and top, brass construction.",Brass,YES,"Ballpoint Pens, Multi-Function Pens","Laser & Oxidation, Laser & Oxidation",3/4 W x 5 3/8 H x 5/8 D,1/1/2004,5/16/2015,25,25,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,0,43,550,14,0,0,5-7 Working Days,3208
BA5210Y,Basics,Adela,Yellow,Ballpoint Pen / Stylus,"Twist-action mechanism, colored barrel and top, brass construction.",Brass,YES,"Ballpoint Pens, Multi-Function Pens","Laser & Oxidation, Laser & Oxidation",3/4 W x 5 3/8 H x 5/8 D,1/1/2004,5/16/2015,25,25,100,7.85,c,250,7.55,c,500,7.25,c,1000,6.95,c,0,0,c,0,0,c,6.95,0,43,550,14,0,0,5-7 Working Days,3208
BA5320S,Basics,Odalis,Matte Silver,Ballpoint Pen / Laser,"Cap-off design rollerball features a laser pointer, decorative cut out barrel, brass cap and barrel. Tin gift box and three mercury-free AG3 / LR41 batteries included.",Brass,YES,"Ballpoint Pens, Laser Pointers, Multi-Function Pens","Laser, Laser",9/16 W x 5 1/2 H x 7/16 D,1/1/2002,5/16/2015,50,25,100,10.85,c,250,10.55,c,500,10.25,c,1000,9.95,c,0,0,c,0,0,c,9.95,LM_21,28,150,10,0,0,5-7 Working Days,3205
BA5500N,Basics,Tristan,Blue,Ballpoint Pen,"Unique retracting toggle mechanism, brass barrel, chrome trims.",Brass,YES,Ballpoint Pens,Laser,0 W x 0 H x 0 D,1/1/2002,5/16/2015,25,25,100,6.4,c,250,6.1,c,500,5.8,c,1000,5.5,c,0,0,c,0,0,c,5.5,0,28,500,12,0,0,5-7 Working Days,3209
BA5760G,Basics,Cental,Green,2-in-1 Ballpoint / Tape Measure,"Twist-action pen, 3"" x 1/4"" metric / inch metal tap measure.","Brass, Plastic",NO,"Ballpoint Pens, Multi-Function Pens, Tape Measures","Laser, Full Color Dome",5 W x 1 1/2 H x 0 D,7/8/2015,7/8/2015,25,25,100,2.65,c,250,2.65,c,500,2.65,c,1000,2.65,c,0,0,c,0,0,c,2.65,0,41,1000,18,0,0,5-7 Working Days,3802
BA5800S,Basics,Cheli,Grey,Ballpoint Pen,"Plunge-action mechanism, 12 chrome ring accents, aluminum construction.",Aluminum,YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 3/8 H x 3/8 D,1/1/2002,5/16/2015,25,25,100,3.5,c,250,3.25,c,500,3,c,1000,2.75,c,0,0,c,0,0,c,2.75,0,28,300,14,0,0,5-7 Working Days,4107
BA5900S,Basics,Glorieta,Grey,Ballpoint Pen,"Plunge-action mechanism, chrome cap, clip and tip, aluminum and brass construction.","Aluminum, Brass",YES,Ballpoint Pens,"Laser, Laser",5/8 W x 5 1/2 H x 3/8 D,1/1/2002,5/16/2015,25,25,100,3.5,c,250,3.25,c,500,3,c,1000,2.75,c,0,0,c,0,0,c,2.75,0,28,300,14,0,0,5-7 Working Days,4108
