SKU,Item Name,Imprint Method,Pricing-Qty1,Pricing-Qty2,Pricing-Qty3,Pricing-Qty4,Pricing-Qty5,Pricing-Price1,Pricing-Price2,Pricing-Price3,Pricing-Price4,Pricing-Price5,Pricing-Code1,Pricing-Code2,Pricing-Code3,Pricing-Code4,Pricing-Code5
A211,West Hampton Tote,Screen Print,50,100,250,500,1000,7.28,6.98,6.68,6.48,6.28,C,C,C,C,C
A211,West Hampton Tote,Vivid Expressions,100,250,500,1000,,8.42,8.12,7.92,7.72,,C,C,C,C,
A211,West Hampton Tote,Blank,50,100,250,500,1000,7.05,6.75,6.45,6.25,6.05,C,C,C,C,C
A214,Big Block Tote,Screen Print,50,100,250,500,1000,8.47,8.17,7.87,7.67,7.5,C,C,C,C,C
A214,Big Block Tote,Vivid Expressions,100,100,100,100,250,9.6,9.6,9.6,9.6,9.3,C,C,C,C,C
A214,Big Block Tote,Blank,50,50,50,100,100,8.23,8.23,8.23,7.93,7.93,C,C,C,C,C
A220,Color Band Tote with Mesh,Screen Print,50,100,250,500,1000,3.32,3.32,3.32,3.32,3.32,C,C,C,C,C
A220,Color Band Tote with Mesh,Blank,50,100,250,500,500,3.09,3.09,3.09,3.2,3.09,C,C,C,C,C
A222,Polka Dot Accent Tote,Screen Print,50,100,250,500,1000,8.28,7.98,7.68,7.48,7.28,C,C,C,C,C
A222,Polka Dot Accent Tote,Vivid Expressions,100,250,500,1000,,9.42,9.12,8.92,8.72,,C,C,C,C,
A222,Polka Dot Accent Tote,Blank,50,100,250,500,1000,7.68,7.38,7.08,6.88,6.68,C,C,C,C,C
A229,Savannah Tote,Screen Print,50,100,250,500,1000,6.12,5.83,5.63,5.43,5.13,C,C,C,C,C
A229,Savannah Tote,Vivid Expressions,100,250,500,1000,,7.27,6.92,6.72,6.42,,C,C,C,C,
A229,Savannah Tote,Blank,50,100,250,500,1000,5.88,5.6,5.4,5.2,4.9,C,C,C,C,C
A231,Trapezoid Tote,Screen Print,100,250,500,1000,2500,3.6,3.4,3.2,3.1,3,C,C,C,C,C
A231,Trapezoid Tote,Vivid Expressions,250,500,1000,2500,,4.57,4.37,4.27,4.17,,C,C,C,C,
A231,Trapezoid Tote,Blank,100,250,500,1000,2500,3.37,3.17,2.97,2.87,2.77,C,C,C,C,C
A232,Blueprint Tote,Screen Print,100,250,500,1000,2500,4.2,4,3.8,3.7,3.6,C,C,C,C,C
A232,Blueprint Tote,Embroidery,100,250,500,1000,2500,7.58,7.38,7.18,7.08,6.98,C,C,C,C,C
A232,Blueprint Tote,Vivid Expressions,250,500,1000,2500,,5.17,4.97,4.87,4.77,,C,C,C,C,
A232,Blueprint Tote,Blank,100,250,500,1000,2500,3.97,3.77,3.57,3.47,3.37,C,C,C,C,C
A234,Sail Tote,Screen Print,100,250,500,1000,2500,4.58,4.38,4.18,4.08,3.98,C,C,C,C,C
A234,Sail Tote,Vivid Expressions,250,500,1000,2500,,5.55,5.35,5.25,5.15,,C,C,C,C,
A234,Sail Tote,Blank,100,250,500,1000,2500,4.35,4.15,3.95,3.85,3.75,C,C,C,C,C
A235,ZigZag Tote,Screen Print,100,250,500,1000,2500,3.03,3.03,3.03,3.03,3.03,C,C,C,C,C
A235,ZigZag Tote,Blank,100,250,500,1000,2500,2.8,2.8,2.8,2.8,2.8,C,C,C,C,C
A238,Sunset Tote,Screen Print,50,100,250,500,1000,3.53,3.53,3.53,3.53,3.53,C,C,C,C,C
A238,Sunset Tote,Blank,50,100,250,500,1000,3.3,3.3,3.3,3.3,3.3,C,C,C,C,C
A239,Sunset Printed Tote,Screen Print,50,100,250,500,1000,5.48,5.18,4.88,4.68,4.48,C,C,C,C,C
A239,Sunset Printed Tote,Embroidery,50,100,250,500,1000,8.87,8.57,8.27,8.07,7.87,C,C,C,C,C
A239,Sunset Printed Tote,Vivid Expressions,250,500,1000,,,6.32,6.12,5.92,,,C,C,C,,
A239,Sunset Printed Tote,Blank,50,100,250,500,1000,5.25,4.95,4.65,4.45,4.25,C,C,C,C,C
A247,Symphony Tote,Screen Print,50,100,250,500,1000,5.98,5.98,5.98,5.98,5.98,C,C,C,C,C
A247,Symphony Tote,Blank,50,100,250,500,1000,5.75,5.75,5.75,5.75,5.75,C,C,C,C,C
A248,Contour Tote,Screen Print,25,50,100,250,500,11.28,10.98,10.58,10.28,9.98,C,C,C,C,C
A248,Contour Tote,Embroidery,25,50,100,250,500,14.67,14.37,13.97,13.67,13.37,C,C,C,C,C
A248,Contour Tote,Vivid Expressions,100,250,500,,,11.75,11.45,11.15,,,C,C,C,,
A248,Contour Tote,Blank,25,50,100,250,500,11.05,10.75,10.35,10.05,9.75,C,C,C,C,C
A250,Showcase Tote,Screen Print,50,100,250,500,1000,5.63,5.43,5.23,4.98,4.78,C,C,C,C,C
A250,Showcase Tote,Embroidery,50,100,250,500,1000,9.02,8.82,8.62,8.37,8.17,C,C,C,C,C
A250,Showcase Tote,Vivid Expressions,100,250,500,1000,,6.87,6.67,6.42,6.22,,C,C,C,C,
A250,Showcase Tote,Blank,50,100,250,500,1000,5.4,5.2,5,4.75,4.55,C,C,C,C,C
A252,Field Open Tote,Screen Print,50,100,250,500,1000,5.52,5.32,5.13,4.88,4.68,C,C,C,C,C
A252,Field Open Tote,Blank,50,50,50,100,100,4.92,4.92,4.92,4.72,4.72,C,C,C,C,C
A265,Paws N Claws Coin Pouch,Screen Print,100,250,500,1000,2500,3.18,2.98,2.88,2.68,2.48,C,C,C,C,C
A265,Paws N Claws Coin Pouch,Vivid Expressions,100,250,500,1000,2500,4.35,4.15,4.05,3.85,3.35,C,C,C,C,C
A265,Paws N Claws Coin Pouch,Blank,100,250,500,1000,2500,3.18,2.98,2.88,2.68,2.48,C,C,C,C,C
A266350,Colored Fringed Towel,Screen Print,100,250,500,1000,,2.08,2.08,2.08,2.08,,C,C,C,C,
A266350,Colored Fringed Towel,Blank,100,250,500,1000,,1.07,1.07,1.07,1.07,,C,C,C,C,
A266351,White Fringed Towel,Screen Print,100,250,500,1000,,3.43,2.84,2.23,2.23,,C,C,C,C,
A266351,White Fringed Towel,Blank,100,250,500,1000,,1.99,1.99,1.99,1.99,,C,C,C,C,
A266352,Hemmed Towel,Screen Print,100,250,500,1000,,4.63,4.05,3.43,3.43,,C,C,C,C,
A266352,Hemmed Towel,Blank,100,250,500,1000,,3.2,3.2,3.2,3.2,,C,C,C,C,
A266353,Beach Towel,Screen Print,72,120,300,500,1000,10.13,10.13,10.13,10.13,10.13,C,C,C,C,C
A266353,Beach Towel,Blank,72,120,300,500,1000,8.99,8.99,8.99,8.99,8.99,C,C,C,C,C
A267,Coin Pouch,Screen Print,100,250,500,1000,2500,2.98,2.78,2.68,2.48,2.28,C,C,C,C,C
A267,Coin Pouch,Vivid Expressions,100,250,500,1000,2500,4.15,3.95,3.85,3.65,3.45,C,C,C,C,C
A267,Coin Pouch,Blank,100,250,500,1000,2500,2.68,2.48,2.38,2.18,1.98,C,C,C,C,C
A268,Felt Cutout Tote,Screen Print,50,100,250,500,1000,5.98,5.68,5.48,5.28,4.98,C,C,C,C,C
A268,Felt Cutout Tote,Embroidery,50,100,250,500,1000,9.37,9.07,8.87,8.67,8.37,C,C,C,C,C
A268,Felt Cutout Tote,Vivid Expressions,100,250,500,1000,,7.12,6.92,6.72,6.42,,C,C,C,C,
A268,Felt Cutout Tote,Blank,50,100,250,500,1000,5.75,5.45,5.25,5.05,4.75,C,C,C,C,C
A269,Felt Cutout Pouch,Screen Print,100,250,500,1000,2500,3,2.8,2.5,2.28,2.18,C,C,C,C,C
A269,Felt Cutout Pouch,Vivid Expressions,100,250,500,1000,2500,4.43,4.23,3.93,3.72,3.62,C,C,C,C,C
A269,Felt Cutout Pouch,Blank,100,250,500,1000,2500,2.88,2.68,2.38,2.17,2.07,C,C,C,C,C
A271,Natural Value Economy Tote,Screen Print,100,250,500,1000,2500,2.72,2.43,2.13,1.92,1.75,C,C,C,C,C
A271,Natural Value Economy Tote,Embroidery,100,250,500,1000,2500,6.1,5.82,5.52,5.3,5.13,C,C,C,C,C
A271,Natural Value Economy Tote,Vivid Expressions,100,250,500,1000,2500,3.88,3.6,3.3,3.08,2.92,C,C,C,C,C
A271,Natural Value Economy Tote,Blank,100,250,500,1000,2500,2.48,2.2,1.9,1.68,1.52,C,C,C,C,C
A272,Value Economy Two-Tone Tote,Screen Print,100,250,500,1000,2500,3.25,3,2.7,2.45,2.23,C,C,C,C,C
A272,Value Economy Two-Tone Tote,Embroidery,100,250,500,1000,2500,6.63,6.38,6.08,5.83,5.62,C,C,C,C,C
A272,Value Economy Two-Tone Tote,Vivid Expressions,100,250,500,1000,2500,4.42,4.17,3.87,3.62,3.4,C,C,C,C,C
A272,Value Economy Two-Tone Tote,Blank,100,250,500,1000,2500,3.02,2.77,2.47,2.22,2,C,C,C,C,C
A277,Printed Coin Pouch,Screen Print,100,250,500,1000,2500,3.1,2.9,2.82,2.6,2.4,C,C,C,C,C
A277,Printed Coin Pouch,Vivid Expressions,100,250,500,1000,2500,4.27,4.07,3.98,3.77,3.57,C,C,C,C,C
A277,Printed Coin Pouch,Blank,100,250,500,1000,2500,2.8,2.6,2.52,2.3,2.1,C,C,C,C,C
A278,Striped Accent Boat Tote,Screen Print,50,100,250,500,1000,10.78,10.28,9.68,9.18,8.78,C,C,C,C,C
A278,Striped Accent Boat Tote,Embroidery,50,100,250,500,1000,14.17,13.67,13.07,12.57,12.17,C,C,C,C,C
A278,Striped Accent Boat Tote,Vivid Expressions,100,250,500,1000,,11.72,11.12,10.62,10.22,,C,C,C,C,
A278,Striped Accent Boat Tote,Blank,50,100,250,500,1000,10.55,10.05,9.45,8.95,8.55,C,C,C,C,C
A290,Reversible Hobo Tote With Zippered Pocket,Screen Print,25,50,100,250,500,11.15,10.8,10.12,9.63,9.23,C,C,C,C,C
A290,Reversible Hobo Tote With Zippered Pocket,Vivid Expressions,100,250,500,,,11.28,10.8,10.4,,,C,C,C,,
A290,Reversible Hobo Tote With Zippered Pocket,Blank,25,50,100,250,500,10.55,10.2,9.52,9.03,8.63,C,C,C,C,C
A292,Printed Reversible Hobo Tote With Zippered Pocket,Screen Print,25,50,100,250,500,10.98,10.58,9.88,9.38,8.98,C,C,C,C,C
A292,Printed Reversible Hobo Tote With Zippered Pocket,Vivid Expressions,100,250,500,,,11.05,10.55,10.15,,,C,C,C,,
A292,Printed Reversible Hobo Tote With Zippered Pocket,Blank,25,50,100,250,500,10.38,9.98,9.28,8.78,8.38,C,C,C,C,C
A3030,Prang   Crayons,Blank,100,,,,,0.27,,,,,C,,,,
A316,Barrel Vanity Case,Screen Print,100,250,500,1000,2500,3.5,3.1,2.92,2.72,2.6,C,C,C,C,C
A316,Barrel Vanity Case,Vivid Expressions,100,250,500,1000,2500,4.67,4.27,4.08,3.88,3.77,C,C,C,C,C
A316,Barrel Vanity Case,Blank,100,250,500,1000,2500,2.9,2.5,2.32,2.12,2,C,C,C,C,C
A317,Printed Barrel Vanity Case,Screen Print,100,250,500,1000,2500,3.8,3.6,3.38,3.17,2.9,C,C,C,C,C
A317,Printed Barrel Vanity Case,Vivid Expressions,100,250,500,1000,2500,4.97,4.77,4.55,4.33,4.07,C,C,C,C,C
A317,Printed Barrel Vanity Case,Blank,100,250,500,1000,2500,3.2,3,2.78,2.57,2.3,C,C,C,C,C
A322,Canvas Duffel Bag,Deboss,12,25,50,100,250,45.28,43.98,42.63,41.28,39.98,C,C,C,C,C
A322,Canvas Duffel Bag,Blank,12,25,50,100,250,43.47,42.8,41.75,40.55,39.33,C,C,C,C,C
A323,Canvas Rucksak,Deboss,12,25,50,100,250,41.72,40.43,38.2,37.88,36.98,C,C,C,C,C
A323,Canvas Rucksak,Blank,12,25,50,100,250,39.9,39.25,38.32,37.15,36.33,C,C,C,C,C
A324,Canvas Vertical Messenger,Deboss,12,25,50,100,250,33.87,32.8,31.67,30.42,29.18,C,C,C,C,C
A324,Canvas Vertical Messenger,Blank,12,25,50,100,250,32.05,31.62,30.78,29.68,28.53,C,C,C,C,C
A325,Canvas Travel Bag,Deboss,12,12,12,25,25,64.28,64.28,64.28,63.02,63.02,C,C,C,C,C
A325,Canvas Travel Bag,Blank,12,12,12,25,25,62.47,62.47,62.47,61.83,61.83,C,C,C,C,C
A327,Canvas Tote,Deboss,25,50,100,250,500,28.98,28.4,27.7,26.97,25.95,C,C,C,C,C
A327,Canvas Tote,Blank,25,25,25,50,50,27.8,27.8,27.8,27.52,27.52,C,C,C,C,C
A330,Canvas Weekender Bag,Deboss,12,25,50,100,250,45.63,44.3,42.93,41.55,39.88,C,C,C,C,C
A330,Canvas Weekender Bag,Blank,12,12,25,25,50,43.82,43.82,43.12,43.12,42.05,C,C,C,C,C
A402,Spirit Drawcord,Screen Print,100,250,500,1000,2500,2.68,2.45,2.3,2.18,2.08,C,C,C,C,C
A402,Spirit Drawcord,Vivid Expressions,100,250,500,1000,2500,3.85,3.62,3.47,3.35,3.25,C,C,C,C,C
A402,Spirit Drawcord,Blank,100,250,500,1000,2500,2.45,2.22,2.07,1.95,1.85,C,C,C,C,C
A404,Kaleida Drawcord,Screen Print,100,250,500,1000,2500,3.05,2.85,2.68,2.55,2.45,C,C,C,C,C
A404,Kaleida Drawcord,Vivid Expressions,100,250,500,1000,2500,4.22,4.02,3.85,3.72,3.62,C,C,C,C,C
A404,Kaleida Drawcord,Blank,100,250,500,1000,2500,2.82,2.62,2.45,2.32,2.22,C,C,C,C,C
A405,Sports League Drawcord,Screen Print,100,250,500,1000,2500,3.05,2.85,2.68,2.55,2.45,C,C,C,C,C
A405,Sports League Drawcord,Vivid Expressions,100,250,500,1000,2500,4.22,4.02,3.85,3.72,3.62,C,C,C,C,C
A405,Sports League Drawcord,Blank,100,250,500,1000,2500,2.82,2.62,2.45,2.32,2.22,C,C,C,C,C
A407,Tri-Color Drawcord,Screen Print,100,250,500,1000,2500,3.05,2.85,2.68,2.55,2.45,C,C,C,C,C
A407,Tri-Color Drawcord,Vivid Expressions,100,250,500,1000,2500,4.22,4.02,3.85,3.72,3.62,C,C,C,C,C
A407,Tri-Color Drawcord,Blank,100,250,500,1000,2500,2.82,2.62,2.45,2.32,2.22,C,C,C,C,C
A408,Horizon Drawcord,Screen Print,100,250,500,1000,2500,2.7,2.47,2.3,2.22,2.1,C,C,C,C,C
A408,Horizon Drawcord,Vivid Expressions,100,250,500,1000,2500,3.87,3.63,3.47,3.38,3.27,C,C,C,C,
A408,Horizon Drawcord,Blank,100,250,500,1000,2500,2.47,2.23,2.07,1.98,1.87,C,C,C,C,C
A409,Tres-Colored Sport Pack,Screen Print,100,250,500,1000,2500,3.05,2.85,2.68,2.55,2.45,C,C,C,C,C
A409,Tres-Colored Sport Pack,Vivid Expressions,100,250,500,1000,2500,4.22,4.02,3.85,3.72,3.62,C,C,C,C,C
A409,Tres-Colored Sport Pack,Blank,100,250,500,1000,2500,2.82,2.62,2.45,2.32,2.22,C,C,C,C,C
A410,Mesh Pocket Drawcord,Screen Print,100,250,500,1000,2500,3.28,3.08,2.88,2.78,2.68,C,C,C,C,C
A410,Mesh Pocket Drawcord,Embroidery,100,250,500,1000,2500,6.67,6.47,6.27,6.17,6.07,C,C,C,C,C
A410,Mesh Pocket Drawcord,Vivid Expressions,100,250,500,1000,2500,4.45,4.25,4.05,3.95,3.85,C,C,C,C,C
A410,Mesh Pocket Drawcord,Blank,100,250,500,1000,2500,3.05,2.85,2.65,2.55,2.45,C,C,C,C,C
A411,Duo Color Mesh Pocket Sport Pack,Screen Print,100,250,500,1000,2500,3.28,3.08,2.88,2.78,2.68,C,C,C,C,C
A411,Duo Color Mesh Pocket Sport Pack,Vivid Expressions,100,250,500,1000,2500,4.45,4.25,4.05,3.95,3.85,C,C,C,C,C
A411,Duo Color Mesh Pocket Sport Pack,Blank,100,250,500,1000,2500,3.05,2.85,2.65,2.55,2.45,C,C,C,C,C
A412,Spirit Mesh Drawcord,Screen Print,100,250,500,1000,2500,1.9,1.9,1.9,1.9,1.9,C,C,C,C,C
A412,Spirit Mesh Drawcord,Blank,100,250,500,1000,2500,1.67,1.67,1.67,1.67,1.67,C,C,C,C,C
A414,Designer Drawcord,Screen Print,100,250,500,1000,2500,3.05,2.85,2.68,2.55,2.45,C,C,C,C,C
A414,Designer Drawcord,Vivid Expressions,100,250,500,1000,2500,4.22,4.02,3.85,3.72,3.62,C,C,C,C,C
A414,Designer Drawcord,Blank,100,250,500,1000,2500,2.82,2.62,2.45,2.32,2.22,C,C,C,C,C
A415,Natural Economy Drawcord,Screen Print,100,250,500,1000,2500,3.28,3.1,2.9,2.78,2.68,C,C,C,C,C
A415,Natural Economy Drawcord,Embroidery,100,250,500,1000,2500,6.67,6.48,6.28,6.17,6.07,C,C,C,C,C
A415,Natural Economy Drawcord,Vivid Expressions,100,250,500,1000,2500,4.45,4.27,4.07,3.95,3.85,C,C,C,C,C
A415,Natural Economy Drawcord,Blank,100,250,500,1000,2500,3.05,2.87,2.67,2.55,2.45,C,C,C,C,C
A417,Printed Mesh Pocket Sport Pack,Screen Print,100,250,500,1000,2500,3.57,3.37,3.2,3.08,2.98,C,C,C,C,C
A417,Printed Mesh Pocket Sport Pack,Embroidery,100,250,500,1000,2500,6.95,6.75,6.58,6.47,6.37,C,C,C,C,C
A417,Printed Mesh Pocket Sport Pack,Vivid Expressions,100,250,500,1000,2500,4.73,4.53,4.37,4.25,4.15,C,C,C,C,C
A417,Printed Mesh Pocket Sport Pack,Blank,100,250,500,1000,2500,3.33,3.13,2.97,2.85,2.75,C,C,C,C,C
A420,Triad Drawcord,Screen Print,100,250,500,1000,2500,4.63,4.43,4.32,4.22,4.02,C,C,C,C,C
A420,Triad Drawcord,Embroidery,100,250,500,1000,2500,8.02,7.82,7.7,7.6,7.4,C,C,C,C,C
A420,Triad Drawcord,Vivid Expressions,100,250,500,1000,2500,5.8,5.6,5.48,5.38,5.18,C,C,C,C,C
A420,Triad Drawcord,Blank,100,250,500,1000,2500,4.03,3.83,3.72,3.62,3.42,C,C,C,C,C
A422,Reverse Triad Sport Pack,Screen Print,100,250,500,1000,2500,4.58,4.38,4.28,4.18,3.98,C,C,C,C,C
A422,Reverse Triad Sport Pack,Vivid Expressions,100,250,500,1000,2500,5.75,5.55,5.45,5.35,5.15,C,C,C,C,C
A422,Reverse Triad Sport Pack,Blank,100,250,500,1000,2500,3.98,3.78,3.68,3.58,3.38,C,C,C,C,C
A423,Dallas Tote,Screen Print,25,25,25,50,50,14.08,14.08,14.08,13.67,13.67,C,C,C,C,C
A423,Dallas Tote,Vivid Expressions,100,100,100,250,250,14.42,14.42,14.42,13.95,13.95,C,C,C,C,C
A423,Dallas Tote,Blank,25,25,25,50,50,13.85,13.85,17.47,13.43,13.43,C,C,C,C,C
A424,Laundry Day Drawcord,Screen Print,100,250,500,1000,2500,5.5,5.25,5.08,4.88,4.67,C,C,C,C,C
A424,Laundry Day Drawcord,Embroidery,100,250,500,1000,2500,8.88,8.63,8.47,8.27,8.05,C,C,C,C,C
A424,Laundry Day Drawcord,Vivid Expressions,100,250,500,1000,2500,6.67,6.42,6.25,6.05,5.83,C,C,C,C,C
A424,Laundry Day Drawcord,Blank,100,250,500,1000,2500,4.9,4.65,4.48,4.28,4.07,C,C,C,C,C
A425,Basic Utility Drawcord,Screen Print,100,250,500,1000,2500,4.05,3.77,3.57,3.25,3.15,C,C,C,C,C
A425,Basic Utility Drawcord,Embroidery,100,250,500,1000,2500,7.43,7.15,6.95,6.63,6.53,C,C,C,C,C
A425,Basic Utility Drawcord,Vivid Expressions,100,250,500,1000,2500,5.22,4.93,4.73,4.42,4.32,C,C,C,C,C
A425,Basic Utility Drawcord,Blank,100,250,500,1000,2500,3.82,3.53,3.33,3.02,2.92,C,C,C,C,C
A427,Field Sport Pack,Screen Print,100,250,500,1000,2500,3.8,3.6,3.37,3.28,3.18,C,C,C,C,C
A427,Field Sport Pack,Blank,100,100,100,250,250,3.2,3.2,3.2,3,3,C,C,C,C,C
A430,Poly Pro Drawstring,Screen Print,100,250,500,1000,2500,1.95,1.85,1.75,1.68,1.58,C,C,C,C,C
A430,Poly Pro Drawstring,Vivid Expressions,100,250,500,1000,2500,3.12,3.02,2.92,2.85,2.75,C,C,C,C,C
A430,Poly Pro Drawstring,Blank,100,250,500,1000,2500,1.72,1.62,1.52,1.45,1.35,C,C,C,C,C
A434,Poly Pro Pulse Drawcord,Screen Print,100,250,500,1000,2500,1.43,1.43,1.43,1.43,1.43,C,C,C,C,C
A434,Poly Pro Pulse Drawcord,Blank,100,250,500,1000,2500,1.2,1.2,1.2,1.2,1.2,C,C,C,C,C
A436,Poly Pro Splash Drawcord,Screen Print,100,250,500,1000,2500,2.18,2.05,1.95,1.88,1.82,C,C,C,C,C
A436,Poly Pro Splash Drawcord,Vivid Expressions,100,250,500,1000,2500,3.35,3.22,3.12,3.05,2.98,C,C,C,C,C
A436,Poly Pro Splash Drawcord,Blank,100,250,500,1000,2500,1.95,1.82,1.72,1.62,1.58,C,C,C,C,C
A438,Poly Pro Accent Drawcord,Screen Print,100,250,500,1000,2500,2.8,2.57,2.42,2.3,2.18,C,C,C,C,C
A438,Poly Pro Accent Drawcord,Vivid Expressions,100,250,500,1000,2500,3.97,3.73,3.58,3.47,3.35,C,C,C,C,C
A438,Poly Pro Accent Drawcord,Blank,100,250,500,1000,2500,2.57,2.33,2.18,2.07,1.95,C,C,C,C,C
A439,Poly Pro Sport Pack with Curve Zipper,Screen Print,100,250,500,1000,2500,2.88,2.68,2.55,2.43,2.28,C,C,C,C,C
A439,Poly Pro Sport Pack with Curve Zipper,Vivid Expressions,100,250,500,1000,,4.05,3.85,3.72,3.6,,C,C,C,C,
A439,Poly Pro Sport Pack with Curve Zipper,Blank,100,250,500,1000,2500,2.65,2.45,2.32,2.2,2.05,C,C,C,C,C
A440,Large Drawstring Sport Pack,Screen Print,100,250,500,1000,2500,2.88,2.68,2.55,2.43,2.28,C,C,C,C,C
A440,Large Drawstring Sport Pack,Vivid Expressions,100,250,500,1000,2500,4.32,4.12,3.98,3.87,3.72,C,C,C,C,C
A440,Large Drawstring Sport Pack,Blank,100,250,500,1000,2500,2.65,2.45,2.32,2.2,2.05,C,C,C,C,C
A441,Zipper Stripe Sport Pack,Screen Print,100,250,500,1000,2500,3.63,3.47,3.28,3.17,3.08,C,C,C,C,C
A441,Zipper Stripe Sport Pack,Embroidery,100,250,501,1000,2500,7.02,6.85,6.67,6.55,6.47,C,C,C,C,C
A441,Zipper Stripe Sport Pack,Vivid Expressions,100,250,500,1000,2500,4.8,4.63,4.45,4.33,4.25,C,C,C,C,C
A441,Zipper Stripe Sport Pack,Blank,100,250,500,1000,2500,3.4,3.23,3.05,2.93,2.85,C,C,C,C,C
A442,Sport Pack with Confetti Drawcords,Screen Print,100,250,500,1000,2500,1.72,1.72,1.72,1.72,1.72,C,C,C,C,C
A442,Sport Pack with Confetti Drawcords,Blank,100,250,500,1000,2500,1.49,1.49,1.49,1.49,1.49,C,C,C,C,C
A443,Insignia Printed Sport Pack,Screen Print,100,250,500,1000,2500,2.98,2.78,2.58,2.48,2.38,C,C,C,C,C
A443,Insignia Printed Sport Pack,Embroidery,100,250,500,1000,2500,6.37,6.17,5.97,5.87,5.77,C,C,C,C,C
A443,Insignia Printed Sport Pack,Vivid Expressions,100,250,500,1000,2500,4.15,3.95,3.75,3.65,3.55,C,C,C,C,C
A443,Insignia Printed Sport Pack,Blank,100,250,500,1000,2500,2.75,2.55,2.35,2.25,2.15,C,C,C,C,C
A444,Sport Pack with Peek-A-Boo Print,Screen Print,100,250,500,1000,2500,2.07,2.07,2.07,2.07,2.07,C,C,C,C,C
A444,Sport Pack with Peek-A-Boo Print,Blank,100,250,500,1000,2500,1.84,1.84,1.84,1.84,1.84,C,C,C,C,C
A446,Reflective Sport Pack,Screen Print,100,250,500,1000,2500,3.18,2.95,2.82,2.7,2.62,C,C,C,C,C
A446,Reflective Sport Pack,Vivid Expressions,100,250,500,1000,,4.35,4.12,3.98,3.87,,C,C,C,C,
A446,Reflective Sport Pack,Blank,100,250,500,1000,2500,2.95,2.72,2.58,2.47,2.38,C,C,C,C,C
A448,Hometown Helpers Sport Pack,Screen Print,100,100,100,250,250,3.87,3.87,3.87,3.78,3.78,C,C,C,C,C
A448,Hometown Helpers Sport Pack,Vivid Expressions,100,100,100,250,250,5.03,5.03,5.03,4.95,4.95,C,C,C,C,C
A448,Hometown Helpers Sport Pack,Blank,100,100,100,250,250,3.63,3.63,3.63,3.55,3.55,C,C,C,C,C
A449,Paws N Claws Sport Pack,Screen Print,100,250,500,1000,2500,3.87,3.78,3.6,3.48,3.38,C,C,C,C,C
A449,Paws N Claws Sport Pack,Embroidery,100,250,500,1000,2500,7.25,7.17,6.98,6.87,6.77,C,C,C,C,C
A449,Paws N Claws Sport Pack,Vivid Expressions,100,250,500,1000,,5.03,4.95,4.77,4.65,,C,C,C,C,
A449,Paws N Claws Sport Pack,Blank,100,250,500,1000,2500,3.63,3.55,3.37,3.25,3.15,C,C,C,C,C
A450,Lamis Carry-On Bag,Deboss,25,50,100,250,500,29.38,28.8,28.12,27.45,26.42,C,C,C,C,C
A450,Lamis Carry-On Bag,Blank,25,50,100,250,500,28.2,27.92,27.38,26.8,25.8,C,C,C,C,C
A451,Lamis Crossover Daybag,Deboss,25,50,100,250,500,18.02,17.27,16.63,15.9,14.87,C,C,C,C,C
A451,Lamis Crossover Daybag,Blank,25,50,100,250,500,16.83,16.38,15.9,15.25,14.25,C,C,C,C,C
A452,Lamis Business Bag,Deboss,25,50,100,250,500,27.88,27.3,26.77,25.95,24.98,C,C,C,C,C
A452,Lamis Business Bag,Blank,25,50,100,250,500,26.7,26.42,26.03,25.3,24.37,C,C,C,C,C
A454,Lamis Corporate Tote,Deboss,25,50,100,250,500,28.95,28.32,26.62,26.95,25.93,C,C,C,C,C
A454,Lamis Corporate Tote,Blank,25,50,100,250,500,27.77,27.43,26.88,25.3,25.32,C,C,C,C,C
A455,Lamis Laptop Shoulder Bag,Deboss,25,50,100,250,500,19.05,18.58,17.92,17.58,16.98,C,C,C,C,C
A455,Lamis Laptop Shoulder Bag,Blank,25,50,100,250,500,17.87,17.7,17.18,16.93,16.37,C,C,C,C,C
A456,Lamis Large Zippered Tote,Deboss,25,50,100,250,500,17.28,16.8,16.17,15.8,15.27,C,C,C,C,C
A456,Lamis Large Zippered Tote,Blank,25,50,100,250,500,16.1,15.92,15.43,15.15,14.65,C,C,C,C,C
A457,Lamis Tote with Design Accents,Deboss,50,100,250,500,1000,9.58,9.58,9.58,9.58,9.58,C,C,C,C,C
A457,Lamis Tote with Design Accents,Blank,50,100,250,500,1000,9.12,9.12,9.12,9.12,9.12,C,C,C,C,C
A460,Poly Pro Sport Pack,Screen Print,100,250,500,1000,2500,1.67,1.58,1.47,1.38,1.28,C,C,C,C,C
A460,Poly Pro Sport Pack,Vivid Expressions,100,250,500,1000,2500,2.83,2.75,2.63,2.55,2.45,C,C,C,C,C
A460,Poly Pro Sport Pack,Blank,100,250,500,1000,2500,1.43,1.35,1.23,1.15,1.05,C,C,C,C,C
A461,Poly Pro Uno Sport Pack,Screen Print,100,250,500,1000,2500,2.48,2.18,1.98,1.88,1.78,C,C,C,C,C
A461,Poly Pro Uno Sport Pack,Vivid Expressions,100,250,500,1000,2500,3.65,3.35,3.15,3.05,2.95,C,C,C,C,C
A461,Poly Pro Uno Sport Pack,Blank,100,250,500,1000,2500,2.25,1.95,1.75,1.65,1.55,C,C,C,C,C
A468,Poly Pro Sport Pack with Pockets,Screen Print,100,250,500,1000,2500,2.48,2.3,2.1,2,1.88,C,C,C,C,C
