SKU,Item Name,Imprint Method,Pricing-Qty1,Pricing-Qty2,Pricing-Qty3,Pricing-Qty4,Pricing-Qty5,Pricing-Price1,Pricing-Price2,Pricing-Price3,Pricing-Price4,Pricing-Price5,Pricing-Code1,Pricing-Code2,Pricing-Code3,Pricing-Code4,Pricing-Code5
01070C1,Unisex Eco-Jersey Hooded Full-Zip,Screen Print,48,96,144,576,1008,3.89,3.49,3.09,2.89,2.69,C,C,C,C,C
01070C1,Unisex Eco-Jersey Hooded Full-Zip,Blank,24,96,144,576,1008,2.65,2.47,2.32,2.12,1.92,C,C,C,C,C
1970e1,Men’s Basic Crew,Screen Print,48,96,144,576,1008,3.89,3.49,3.09,2.89,2.69,C,C,C,C,C
1970e1,Men’s Basic Crew,Blank,24,96,144,576,1008,2.65,2.47,2.32,2.12,1.92,C,C,C,C,C
