SKU,Item Name,Imprint Method,Pricing-Qty1,Pricing-Qty2,Pricing-Qty3,Pricing-Qty4,Pricing-Qty5,Pricing-Price1,Pricing-Price2,Pricing-Price3,Pricing-Price4,Pricing-Price5,Pricing-Code1,Pricing-Code2,Pricing-Code3,Pricing-Code4,Pricing-Code5
G1104,"ORO Pen/Stylus",Screen Print,250,500,1000,2500,5000,1.49,1.45,1.39,1.35,1.29,R,R,R,R,R
G1104,"ORO Pen/Stylus",Blank,250,500,1000,2500,5000,1.49,1.45,1.39,1.35,1.29,R,R,R,R,R
