SKU,Item Name,Charge Name,Charge Type,Setup,Reorder Setup,Run Charge-Qty1,Run Charge-Qty2,Run Charge-Qty3,Run Charge-Qty4,Run Charge-Qty5,Code
JK-7000,Magic Mat in Cello Sleeve,Screen Print Setup Charge,SETUP,59,0,0,0,0,0,0,G
JK-7000,Magic Mat in Cello Sleeve,Screen Print Additional Color Run Charge,RUN,0,0,0.80,0.80,0.80,0.80,0.80,5G
