Item# (SKU),Item Name,Charge Name,Charge Type,Setup,Reorder Setup,Run Charge-Qty1,Run Charge-Qty2,Run Charge-Qty3,Run Charge-Qty4,Run Charge-Qty5,Code
OASISBTL,Oasis Water Bottle,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
OCEANPN_CL,Oceana Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
ONGOSANT,On the Go Sanitizer,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
ORBINF,Orbit Infuser,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
ORBINF,Orbit Infuser,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
ORBINF,Orbit Infuser,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
OVLTROPN,Oval Letter Opener,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
OVLTROPN,Oval Letter Opener,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
OVLTROPT,Oval Letter Opener Trans,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
OVLTROPT,Oval Letter Opener Trans,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
OXFRDJOT,Oxford Jotter Pad,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
OXFRDJOT,Oxford Jotter Pad,Pen Imprint Set-Up Charge,SETUP,45,22.5,0,0,0,0,0,G
OXFRDJOT,Oxford Jotter Pad,Pen Imprint Run Charge,RUN,0,0,0.2,0.2,0.2,0.2,0.2,5G
PADPOD,Pad Pod,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PALERMEX,Palermo Executive,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PALERMEX,Palermo Executive,Debossing Set-Up/Change of Copy,SETUP,70,35,0,0,0,0,0,G
PANAPN_CL,Panama Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
PAPERCLP_CL,Giant Paper Clip - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PAPRNTOT,Paparoni Tote Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PAPRNTOT,Paparoni Tote Bag,Color Surge PMS Color Match Per Color,SETUP,55,27.5,0,0,0,0,0,G
PAPRNTOT,Paparoni Tote Bag,Color Surge 4 Color Process Run Charge,RUN,0,0,2.5,1.5,1.5,1.5,1.5,5G
PAPRPENC,Paper Pencil,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
PAPRPENC,Paper Pencil,Sharpening,RUN,0,0,0.05,0.05,0.05,0.05,0.05,5G
PARAPN,Paragon Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
PARKYRG,Parisian Key Ring,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PARSNYPN,Parsimony Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
PEAKBKSK,Peak Backsack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PEAKBKSK,Peak Backsack,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
PENCIL,Pencil Shaped Stress Reliever,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
PENCIL,Pencil Shaped Stress Reliever,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PERFRBTL,27oz. Performance Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PHNTMFLS,Phantom Flash Arm Band,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PHZRFLSH,Phazer Flashlight,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PICNIC,Roll-Up Picnic Blanket,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PICNIC,Roll-Up Picnic Blanket,Color Surge Run Charge,RUN,0,0,4,2.5,1.5,1.5,1.5,5G
PIGGYBNK,Piggy Bank,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PIGGYBNK,Piggy Bank,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
PIGGYBNK_CL,Piggy Bank - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PIGLETBK,Piglet Bank,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
PIGLETBK,Piglet Bank,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PIVTLKR_CL,Pivot Thumb Lock Key Ring - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PLANEWLM_CL,Planet Everywhere Bag - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PLAPKLAM_CL,Planet Pocket Tote Bag - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PLAPKLAM_CL,Planet Pocket Tote Bag - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PLASFAN,Plastic Fan,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PLYCLATH,Poly-Cool Bottle Golf Kit,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
PNCFLBTL,12oz. Paws N Claws Flat Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PNKYHY,"Phone, Keys and Harmony",Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PNKYHY,"Phone, Keys and Harmony",2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
PNPALNBK,Pen Pal Notebook,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PNPDSGNB,Pen Pal Nexus Design Notebook,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PNPXLNB,Pen Pal XL Nexus Notebook,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PONZMNBG,Ponza Mini Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
POWBANK,Power Bank,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
POWBANK,Power Bank,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
PRISTMB,Prism Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PRISTMB,Prism Tumbler,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
PRISTMB,Prism Tumbler,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
PROPITUP,Prop it Up Media Stand,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PROXPNHI,Proxy Pen Highlighter,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
PRSBKLT_CL,Presentation Book Light Laser Pointer - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PSHPWUSB,Posh Power USB Twin Charger,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
PULSEJR_CL,Pulse Junior - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
QUADCANV,Quadrangle Canvas Key Ring,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
QUADCLPN_CL,Quad Clip Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
QUASAR,Quasar Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
QUENBTL,Quench Water Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RBSUNGLS,RB Sunglasses,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
RBSUNGLS,RB Sunglasses,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RDTRPPR,Road Tripper,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
REEFBKSK,Reef Mesh Backsack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
REEFBKSK,Reef Mesh Backsack,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
REGRTOT,Non-Woven Reusable Tote,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
REGRTOT,Non-Woven Reusable Tote,2nd Location Imprint Run Charge,RUN,0,0,0.5,0.5,0.5,0.5,0.5,5G
REGRTOT,Non-Woven Reusable Tote,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
RENPENC,Renegade Mechanical Pencil,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
RESRTOTE_CL,Resort Cooler Tote - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RETAPE,Retract-a-Tape,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RETAPE,Retract-a-Tape,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
RETRAKYR,Retractable Key Ring,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RETRAKYR,Retractable Key Ring,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
RETRFLSH,Retractable Flashlight,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RETROHS,Retro Mobile Handset,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RETRVKL,Retro Rivet Key Light,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RETRVKL,Retro Rivet Key Light,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
REVNBK_CL,Revive Notebook,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
REWNDHL,Rewind Highlighter,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
RIBBON,Ribbon Shaped Stress Reliever,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RIBBON,Ribbon Shaped Stress Reliever,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
RIBBON_CL,Ribbon Shaped Stress Reliever - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,
RIVALBKS,Rival Backsack,2nd Location Imprint Run Charge,RUN,0,0,0.5,0.5,0.5,0.5,0.5,5G
RIVALBKS,Rival Backsack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RIVALBKS,Rival Backsack,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
RIVET,Rivet LED Key Light,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RIVET,Rivet LED Key Light,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
RIVET,Rivet LED Key Light,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
RIVIBAG,Riviera Cooler Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RIVIBAG,Riviera Cooler Bag,Color Surge Run Charge,RUN,0,0,4,2.5,1.5,1.5,1.5,5G
RIVIBAG_CL,Riviera Cooler Bag - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RLCPCLBG,Roll and Clip Cooler Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RLCPCLKT,Roll and Clip Cooler Kit,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
RLTRMBL,Bubba  24oz. Realtree Envy Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RLTRVMG,bubba  18oz. Realtree AP Travel Mug,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RTBADG,Retractable Badge Holder,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RTBADG,Retractable Badge Holder,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
RTRMDLNG,Retro Media Lounger,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RTRMDLNG,Retro Media Lounger,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
RUBMSPD,"1/8"" Rubber Backed Mousepad",Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
RUBMSPD,"1/8"" Rubber Backed Mousepad",Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
RULRCLSI,Ruler Calculator,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SALNTOTE,Salina Island Tote,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SALNTOTE,Salina Island Tote,Color Surge PMS Color Match Per Color,SETUP,55,27.5,0,0,0,0,0,G
SALNTOTE,Salina Island Tote,Color Surge 4 Color Process Run Charge,RUN,0,0,2.5,1.5,1.5,1.5,1.5,5G
SANDBUD_CL,Sandwich Buddy - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SAVYHND,Savvy Hand Sanitizer,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SAVYHND,Savvy Hand Sanitizer,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
SAWYRSLV,Sawyer Tablet Sleeve,Debossing Set-Up/Change of Copy,SETUP,70,35.5,0,0,0,0,0,G
SAWYRSLV,Sawyer Tablet Sleeve,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SAXONPN,Saxon Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SAXONPN,Saxon Pen,Laser Engraving Set-Up/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SCENRVBR,Scent Removing Stainless Steel Bar,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SELFCAM,iSelfie,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SFTYSTRB,Safety Strobe Flashlight,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SFTYSTRB,Safety Strobe Flashlight,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
SHAKITUP,18oz. Shake It Up Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SHAKITUP,18oz. Shake It Up Bottle,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
SHAKITUP,18oz. Shake It Up Bottle,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
SHARKMCL,Shark Media Cleaner,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SHKCLRKT,Shake It Cooler Kit,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
SHKSDST,Shake it Up Salad Set,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SHOEBAG,Golf Shoe Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SHOEKT,Shoe Shine Kit,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
SHOEKT,Shoe Shine Kit,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SHOPTOTE_CL,Shopper Tote - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SHOTABST,Showcase Tablet Stand,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SHOWTOTE,Show Tote,2nd Location & Multi Color Imprint Charge,RUN,0,0,0.5,0.5,0.5,0.5,0.5,5G
SHOWTOTE,Show Tote,2nd Location & Multi Color Imprint Charge,SETUP,55,27.5,0,0,0,0,0,G
SHOWTOTE,Show Tote,Color Surge Run Charge,RUN,0,0,1.5,1.5,1.5,1.5,1.5,5G
SIBLEYHI,Sibley Highlighter Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SICWINBG,Sicily Wine Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SILBRACD,Debossed Silicone Bracelets,Debossing Set-Up/Change of Copy,SETUP,55,55,0,0,0,0,0,G
SILBRACD,Debossed Silicone Bracelets,2nd Location Imprint,SETUP,55,55,0,0,0,0,0,G
SILBRACD,Debossed Silicone Bracelets,2nd Location Imprint Run Charge,RUN,0,0,0.5,0.5,0.5,0.5,0.5,5G
SILBRACP,Silicone Bracelets,Set-Up Charge/Change of Copy,SETUP,55,55,0,0,0,0,0,G
SILBRACP,Silicone Bracelets,2nd Location Imprint,SETUP,55,55,0,0,0,0,0,G
SILBRACP,Silicone Bracelets,2nd Location Imprint Run Charge,RUN,0,0,0.5,0.5,0.5,0.5,0.5,G
SILBRACS,Silver Silicone Bracelets,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SILBTLKC,Silver Bottle Opener Key Chain,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SILICOME,Silicone Media Pocket & Stand,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SILIPINT,16oz. Silipint,Set-Up/Change of Copy/Reorder,SETUP,55,27.5,0,0,0,0,0,G
SILIPINT,16oz. Silipint,Per Color Run Charge,RUN,0,0,0.7,0.65,0.61,0.58,0.55,5G
SILIPOCK,Silicone Mobile Pocket,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SILISHOT,1.5oz. Silishot,Set-Up/Change of Copy/Reorder,SETUP,55,27.5,0,0,0,0,0,G
SILNTHI_CL,Silhouette Notebook with Highlighter Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SILVCMBO,Silver Pen Highlighter Combo,Pen Imprint Run Charge,RUN,0,0,0.2,0.2,0.2,0.2,0.2,5G
SILVCMBO,Silver Pen Highlighter Combo,Pen Imprint Set-Up Charge,SETUP,45,22.5,0,0,0,0,0,G
SILVCMBO,Silver Pen Highlighter Combo,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SILVHIGH,Silver Pen Highlighter,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SIPNSTYL,16oz. Sip N Style Stackable Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SIPNSTYL,16oz. Sip N Style Stackable Tumbler,Sleeve Imprint Run Charge,RUN,0,0,0.2,0.2,0.2,0.2,0.2,5G
SKEPNHI_CL,Sketcher Pen Highlighter - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SLENDSIP,16oz. Slender Sip Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SLENDSIP,16oz. Slender Sip Tumbler,Per Color Run Charge,RUN,0,0,0.5,0.45,0.41,0.38,0.35,5G
SLENDSIP,16oz. Slender Sip Tumbler,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
SLENDSIP,16oz. Slender Sip Tumbler,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
SLICKCLR,Slicker Kan Cooler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SLIDACLP,Slide A Clip,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SLIDACLP,Slide A Clip,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
SLIDMAG,Slide Out Magnifier with Light,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SLIDMAG,Slide Out Magnifier with Light,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
SLKMPNCL,Sleek Mechanical Pencil,Laser Engraving Set-Up/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SLKMPNCL,Sleek Mechanical Pencil,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SLKPEN,Sleek Pen,Laser Engraving Set-Up/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SLKPEN,Sleek Pen,Silk Screen Set-Up/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SLMPKTL_CL,Slim Light Pocket Tool - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SMOOTHMV,28oz. Smooth Move Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SMPLCKSC,Simple Cork Screw,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SNGLSCPM,Sunglasses Visor Clip,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SODATRIT,23oz. Soda Tritan  Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SODATRIT,23oz. Soda Tritan  Bottle,Per Color Run Charge,RUN,0,0,0.5,0.45,0.41,0.38,0.35,5G
SODATRIT,23oz. Soda Tritan  Bottle,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
SODATRIT,23oz. Soda Tritan  Bottle,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5g
SOLCHRG,Solar Charger,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SOLSTPN,Solstice Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SONICKL_CL,Sonic Key Light - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SOUNDEAR,Soundwave Earbuds,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPECSBTL,31oz. Spectrum Sports Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPECTRA,Spectra Highlighter,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
SPECTRA,Spectra Highlighter,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SPHRLTOP_CL,Spherical Letter Opener - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPINPWBK,Spin & Base,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPINPWBK,Spin & Base,2nd Location Imprint Run Charge,RUN,25,12.5,0.25,0.25,0.25,0.25,0.25,G
SPIRSTPN,Spiral Stylus Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SPIRTBKS_CL,Spirit Backsack - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPLSTOTE,Splash Tote Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPORTDUF_CL,Sport Duffel Bag - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPRACLMC,Spray Clear Media Cleaner,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPRACLMC,Spray Clear Media Cleaner,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
SPRFNBTL,16oz. Super Fan Flat Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPRGRBR_CL,SuperGrabber - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPRINBTL,Spring Water Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPRINBTL,Spring Water Bottle,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
SPRINBTL,Spring Water Bottle,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
SPRINTSS,21oz. Sprint Sport Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SPRTYWAV,Sporty Wave Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SPRTYWAV_CL,Sporty Wave Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SPSTKPD,Spiral Sticky Pad,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SSLENDSP,16oz. Stainless Slender Sip,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STADBLKT,Stadium Blanket,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STADBLKT,Stadium Blanket,Color Surge Run Charge,RUN,0,0,4,2.5,1.5,1.5,1.5,5G
STANRMVR,Stain Remover Pen,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STAR,Star Shaped Stress Reliever,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
STAR,Star Shaped Stress Reliever,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STCHSWKT,Stitch It Sewing Kit,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STDCUP20,20oz. Stadium Cups,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STDCUP20,20oz. Stadium Cups,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
STDCUP20,20oz. Stadium Cups,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
STELNBK,Stella Sticky Notebook,2nd Location Imprint Run Charge,RUN,0,0,0.4,0.4,0.4,0.4,0.4,5G
STELNBK,Stella Sticky Notebook,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STKPONKT,Stake Your Spot Kit,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STPLRMV,Staple Remover,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STREABTL,Stream Water Bottle,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
STREABTL,Stream Water Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STREABTL,Stream Water Bottle,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
STRSBL,Stressballs,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
STRSBL,Stressballs,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
STYLITE,Stylite Stylus Highlighter,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
STYLPEN,Stylus Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SUMITPEN,Summit Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
SUMMCMBO,Summit Notebook Combo,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SUMMCMBO,Summit Notebook Combo,Optional Pen Imprint Set-Up/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
